     t   Part   Pven IMPLAD
3.03600 5143.67522 2632.34989 3650.81118
3.03700 5142.73463 2630.96322 3671.89218
3.03800 5141.79441 2629.69036 3693.53389
3.03900 5140.85454 2628.52101 3715.72913
3.04000 5139.91502 2627.44581 3738.47042
3.04100 5138.97585 2626.45632 3761.74999
3.04200 5138.03702 2625.54500 3785.55985
3.04300 5137.09853 2624.70509 3809.89179
3.04400 5136.16038 2623.93059 3834.73742
3.04500 5135.22255 2623.21611 3860.08818
3.04600 5134.28505 2622.55685 3885.93537
3.04700 5133.34787 2621.94851 3912.27019
3.04800 5132.41102 2621.38723 3939.08373
3.04900 5131.47448 2620.86953 3966.36701
3.05000 5130.53825 2620.39227 3994.11101
3.05100 5129.60234 2619.95262 4022.30666
3.05200 5128.66674 2619.54799 4050.94486
3.05300 5127.73144 2619.17604 4080.01653
3.05400 5126.79644 2618.83462 4109.51258
3.05500 5125.86175 2618.52177 4139.42394
3.05600 5124.92735 2618.23569 4169.74160
3.05700 5123.99326 2617.97473 4200.45657
3.05800 5123.05946 2617.73736 4231.55992
3.05900 5122.12595 2617.52217 4263.04279
3.06000 5121.19274 2617.32787 4294.89638
3.06100 5120.25981 2617.15324 4327.11199
3.06200 5119.32717 2616.99717 4359.68097
3.06300 5118.39482 2616.85863 4392.59478
3.06400 5117.46276 2616.73664 4425.84498
3.06500 5116.53098 2616.63030 4459.42318
3.06600 5115.59948 2616.53877 4493.32114
3.06700 5114.66827 2616.46127 4527.52837
3.06800 5113.73733 2616.39706 4562.03455
3.06900 5112.80668 2616.34545 4596.83186
3.07000 5111.87630 2616.30579 4631.91596
3.07100 5110.94620 2616.27749 4667.27950
3.07200 5110.01637 2616.25997 4702.91484
3.07300 5109.08682 2616.25270 4738.81442
3.07400 5108.15755 2616.25517 4774.96655
3.07500 5107.22854 2616.26691 4811.36102
3.07600 5106.29981 2616.28748 4847.99024
3.07700 5105.37135 2616.31644 4884.85178
3.07800 5104.44316 2616.35340 4921.94096
3.07900 5103.51524 2616.39799 4959.25092
3.08000 5102.58758 2616.44985 4996.77253
3.08100 5101.66020 2616.50865 5034.50068
3.08200 5100.73308 2616.57406 5072.42943
3.08300 5099.80623 2616.64577 5110.55379
3.08400 5098.87965 2616.72352 5148.86308
3.08500 5097.95333 2616.80702 5187.35216
3.08600 5097.02728 2616.89601 5226.01543
3.08700 5096.10149 2616.99026 5264.84661
3.08800 5095.17596 2617.08953 5303.83946
3.08900 5094.25070 2617.19359 5342.98783
3.09000 5093.32569 2617.30224 5382.28564
3.09100 5092.40096 2617.41528 5421.72688
3.09200 5091.47648 2617.53252 5461.30560
3.09300 5090.55226 2617.65377 5501.01594
3.09400 5089.62831 2617.77886 5540.85215
3.09500 5088.70461 2617.90764 5580.80841
3.09600 5087.78118 2618.03993 5620.87901
3.09700 5086.85800 2618.17560 5661.05831
3.09800 5085.93509 2618.31449 5701.34073
3.09900 5085.01243 2618.45648 5741.72076
3.10000 5084.09003 2618.60144 5782.19292
3.10100 5083.16789 2618.74923 5822.75180
3.10200 5082.24600 2618.89974 5863.39202
3.10300 5081.32438 2619.05286 5904.10827
3.10400 5080.40301 2619.20848 5944.89528
3.10500 5079.48189 2619.36649 5985.74782
3.10600 5078.56104 2619.52679 6026.66088
3.10700 5077.64044 2619.68930 6067.62920
3.10800 5076.72009 2619.85392 6108.64773
3.10900 5075.80000 2620.02056 6149.71133
3.11000 5074.88017 2620.18914 6190.81500
3.11100 5073.96059 2620.35958 6231.95375
3.11200 5073.04127 2620.53181 6273.12267
3.11300 5072.12220 2620.70574 6314.31685
3.11400 5071.20338 2620.88132 6355.53143
3.11500 5070.28484 2621.05848 6396.76171
3.11600 5069.36645 2621.23714 6438.00292
3.11700 5068.44870 2621.41725 6479.25017
3.11800 5067.52977 2621.59875 6477.18665
3.11900 5066.61620 2621.78159 6481.13451
3.12000 5065.68548 2621.96570 6483.35687
3.12100 5064.81204 2622.15104 6486.44114
3.12200 5063.76030 2622.33756 6489.57389
3.12300 5063.23610 2622.52520 6493.03321
3.12400 5061.27905 2622.71393 6496.75450
3.12500 5062.73814 2622.90370 6500.77706
3.12600 5089.08047 2623.09447 6505.10839
3.12700 5110.55450 2623.28619 6509.76434
3.12800 5133.19870 2623.47883 6514.75750
3.12900 5155.60681 2623.67235 6520.10042
3.13000 5177.89585 2623.86672 6525.80472
3.13100 5200.18524 2624.06192 6531.88126
3.13200 5222.37263 2624.25790 6538.34013
3.13300 5244.51290 2624.45463 6545.19055
3.13400 5266.58036 2624.65210 6552.44095
3.13500 5288.58462 2624.85027 6560.09899
3.13600 5310.52124 2625.04911 6568.17152
3.13700 5332.39085 2625.24860 6576.66372
3.13800 5354.19231 2625.44872 6585.58076
3.13900 5375.92499 2625.64945 6594.92641
3.14000 5397.58803 2625.85075 6604.70322
3.14100 5419.18059 2626.05262 6614.91309
3.14200 5440.70176 2626.25502 6625.55681
3.14300 5462.15056 2626.45794 6636.63416
3.14400 5483.52600 2626.66137 6648.14383
3.14500 5504.82702 2626.86528 6660.08344
3.14600 5526.05259 2627.06966 6672.44953
3.14700 5547.20137 2627.27449 6685.23750
3.14800 5568.27210 2627.47975 6698.44166
3.14900 5589.26347 2627.68544 6712.05517
3.15000 5610.17400 2627.89153 6726.07006
3.15100 5631.00214 2628.09801 6740.47721
3.15200 5651.74631 2628.30488 6755.26639
3.15300 5672.40484 2628.51211 6770.42619
3.15400 5692.97595 2628.71969 6785.94415
3.15500 5713.45777 2628.92762 6801.80658
3.15600 5733.84835 2629.13588 6817.99868
3.15700 5754.14563 2629.34446 6834.50466
3.15800 5774.34747 2629.55335 6851.30759
3.15900 5794.45160 2629.76255 6868.38955
3.16000 5814.45570 2629.97204 6885.73159
3.16100 5834.35732 2630.18181 6903.31380
3.16200 5854.15392 2630.39186 6921.11622
3.16300 5873.84288 2630.60218 6939.11607
3.16400 5893.42147 2630.81275 6957.29090
3.16500 5912.88693 2631.02358 6975.61741
3.16600 5932.23636 2631.23466 6994.07156
3.16700 5951.46677 2631.44597 7012.62864
3.16800 5970.57511 2631.65752 7031.26505
3.16900 5989.55826 2631.86929 7049.95277
3.17000 6008.41304 2632.08129 7068.66661
3.17100 6027.13619 2632.29350 7087.37919
3.17200 6045.72439 2632.50592 7106.06390
3.17300 6064.17430 2632.71854 7124.69395
3.17400 6082.48285 2632.93137 7143.24398
3.17500 6100.64618 2633.14439 7161.68434
3.17600 6118.66070 2633.35760 7179.98879
3.17700 6136.52281 2633.57100 7198.13068
3.17800 6154.22888 2633.78459 7216.08369
3.17900 6171.77508 2633.99835 7233.82198
3.18000 6189.15831 2634.21229 7251.32116
3.18100 6206.37441 2634.42640 7268.55519
3.18200 6223.41928 2634.64068 7285.50048
3.18300 6240.28905 2634.85513 7302.13393
3.18400 6256.97948 2635.06974 7318.43330
3.18500 6273.48648 2635.28451 7334.37736
3.18600 6289.80627 2635.49944 7349.94593
3.18700 6305.93495 2635.71453 7365.11997
3.18800 6321.86734 2635.92977 7379.88163
3.18900 6337.59919 2636.14516 7394.21431
3.19000 6353.12601 2636.36069 7408.10268
3.19100 6368.44325 2636.57638 7421.53277
3.19200 6383.54626 2636.79221 7434.49192
3.19300 6398.43094 2637.00818 7446.96884
3.19400 6413.09207 2637.22430 7458.95362
3.19500 6427.52463 2637.44055 7470.43765
3.19600 6441.72378 2637.65694 7481.41382
3.19700 6455.68457 2637.87347 7491.87617
3.19800 6469.40199 2638.09014 7501.81976
3.19900 6482.87102 2638.30693 7511.24113
3.20000 6496.08659 2638.52386 7520.13791
3.20100 6509.04362 2638.74093 7528.50877
3.20200 6521.73703 2638.95812 7536.35345
3.20300 6534.16175 2639.17544 7543.67256
3.20400 6546.31272 2639.39289 7550.46759
3.20500 6558.18493 2639.61047 7556.74082
3.20600 6569.77344 2639.82817 7562.49524
3.20700 6581.07337 2640.04600 7567.73458
3.20800 6592.07994 2640.26395 7572.46330
3.20900 6602.78848 2640.48203 7576.68568
3.21000 6613.19450 2640.70023 7580.40704
3.21100 6623.29366 2640.91855 7583.63292
3.21200 6633.08168 2641.13700 7586.36926
3.21300 6642.55447 2641.35556 7588.62239
3.21400 6651.70823 2641.57425 7590.39857
3.21500 6660.53932 2641.79305 7591.70448
3.21600 6669.04437 2642.01198 7592.54698
3.21700 6677.22022 2642.23102 7592.93326
3.21800 6685.06398 2642.45018 7592.87005
3.21900 6692.57303 2642.66945 7592.36464
3.22000 6699.74502 2642.88885 7591.42424
3.22100 6706.57786 2643.10836 7590.05613
3.22200 6713.06980 2643.32798 7588.26763
3.22300 6719.21945 2643.54772 7586.06608
3.22400 6725.02548 2643.76758 7583.45882
3.22500 6730.48698 2643.98754 7580.45322
3.22600 6735.60335 2644.20763 7577.05660
3.22700 6740.37426 2644.42782 7573.27632
3.22800 6744.79977 2644.64813 7569.11969
3.22900 6748.88013 2644.86854 7564.59401
3.23000 6752.61586 2645.08907 7559.70656
3.23100 6756.00780 2645.30971 7554.46459
3.23200 6759.05713 2645.53046 7548.87533
3.23300 6761.76527 2645.75132 7542.94597
3.23400 6764.13376 2645.97229 7536.68369
3.23500 6766.16453 2646.19337 7530.09561
3.23600 6767.85973 2646.41456 7523.18885
3.23700 6769.22173 2646.63585 7515.97047
3.23800 6770.25316 2646.85725 7508.44751
3.23900 6770.95683 2647.07875 7500.62699
3.24000 6771.33577 2647.30036 7492.51586
3.24100 6771.39321 2647.52208 7484.12107
3.24200 6771.13255 2647.74390 7475.44949
3.24300 6770.55738 2647.96582 7466.50799
3.24400 6769.67145 2648.18785 7457.30337
3.24500 6768.47864 2648.40998 7447.84240
3.24600 6766.98299 2648.63221 7438.13179
3.24700 6765.18868 2648.85454 7428.17823
3.24800 6763.09998 2649.07697 7417.98833
3.24900 6760.72129 2649.29950 7407.56868
3.25000 6758.05712 2649.52213 7396.92579
3.25100 6755.11203 2649.74486 7386.06612
3.25200 6751.89069 2649.96768 7374.99607
3.25300 6748.39785 2650.19060 7363.72198
3.25400 6744.63828 2650.41362 7352.25016
3.25500 6740.61684 2650.63673 7340.58695
3.25600 6736.33842 2650.85993 7328.73820
3.25700 6731.80795 2651.08323 7316.71006
3.25800 6727.03036 2651.30662 7304.50854
3.25900 6722.01065 2651.53011 7292.13955
3.26000 6716.75379 2651.75368 7279.60892
3.26100 6711.26477 2651.97734 7266.92240
3.26200 6705.54858 2652.20109 7254.08565
3.26300 6699.61021 2652.42493 7241.10424
3.26400 6693.45462 2652.64886 7227.98364
3.26500 6687.08676 2652.87287 7214.72925
3.26600 6680.51155 2653.09697 7201.34636
3.26700 6673.73390 2653.32116 7187.84016
3.26800 6666.75866 2653.54542 7174.21574
3.26900 6659.59065 2653.76977 7160.47811
3.27000 6652.23465 2653.99420 7146.63214
3.27100 6644.69540 2654.21871 7132.68262
3.27200 6636.97758 2654.44330 7118.63424
3.27300 6629.08597 2654.66797 7104.49156
3.27400 6621.02504 2654.89272 7090.25907
3.27500 6612.79923 2655.11754 7075.94111
3.27600 6604.41298 2655.34244 7061.54185
3.27700 6595.87068 2655.56741 7047.06547
3.27800 6587.17663 2655.79245 7032.51597
3.27900 6578.33508 2656.01757 7017.89724
3.28000 6569.35019 2656.24276 7003.21306
3.28100 6560.22606 2656.46802 6988.46710
3.28200 6550.96671 2656.69335 6973.66290
3.28300 6541.57608 2656.91874 6958.80388
3.28400 6532.05803 2657.14421 6943.89335
3.28500 6522.41635 2657.36973 6928.93451
3.28600 6512.65474 2657.59533 6913.93043
3.28700 6502.77683 2657.82098 6898.88406
3.28800 6492.78616 2658.04670 6883.79823
3.28900 6482.68618 2658.27248 6868.67566
3.29000 6472.48027 2658.49833 6853.51893
3.29100 6462.17172 2658.72422 6838.33054
3.29200 6451.76375 2658.95018 6823.11283
3.29300 6441.25948 2659.17620 6807.86804
3.29400 6430.66197 2659.40227 6792.59830
3.29500 6419.97417 2659.62839 6777.30559
3.29600 6409.19893 2659.85457 6761.99180
3.29700 6398.33904 2660.08080 6746.65871
3.29800 6387.39720 2660.30708 6731.30794
3.29900 6376.37604 2660.53341 6715.94104
3.30000 6365.27809 2660.75979 6700.55942
3.30100 6354.10582 2660.98622 6685.16438
3.30200 6342.86159 2661.21269 6669.75709
3.30300 6331.54769 2661.43921 6654.33863
3.30400 6320.16634 2661.66577 6638.90995
3.30500 6308.71966 2661.89238 6623.47187
3.30600 6297.20970 2662.11903 6608.02514
3.30700 6285.63843 2662.34571 6592.57038
3.30800 6274.00774 2662.57244 6577.10809
3.30900 6262.31945 2662.79920 6561.63867
3.31000 6250.57527 2663.02600 6546.16240
3.31100 6238.77687 2663.25284 6530.67946
3.31200 6226.92583 2663.47971 6515.18992
3.31300 6215.02365 2663.70662 6499.55849
3.31400 6203.07176 2663.93355 6483.53555
3.31500 6191.07151 2664.16052 6467.12308
3.31600 6179.02418 2664.38752 6450.32309
3.31700 6166.93098 2664.61454 6433.13766
3.31800 6154.79304 2664.84159 6415.56890
3.31900 6142.61143 2665.06867 6397.61899
3.32000 6130.38714 2665.29577 6379.29013
3.32100 6118.12110 2665.52290 6360.58458
3.32200 6105.81414 2665.75005 6341.50466
3.32300 6093.46707 2665.97722 6322.05272
3.32400 6081.08059 2666.20441 6302.23115
3.32500 6068.65535 2666.43162 6282.04239
3.32600 6056.19195 2666.65884 6261.48895
3.32700 6043.69089 2666.88609 6240.57336
3.32800 6031.15262 2667.11334 6219.29819
3.32900 6018.57758 2667.34061 6197.66607
3.33000 6005.96594 2667.56790 6175.67967
3.33100 5993.31833 2667.79519 6153.34171
3.33200 5980.63436 2668.02250 6130.65494
3.33300 5967.91373 2668.24981 6107.62217
3.33400 5955.23362 2668.47713 6084.24623
3.33500 5942.75383 2668.70446 6060.53001
3.33600 5930.48462 2668.93179 6036.47645
3.33700 5918.41580 2669.15913 6012.08851
3.33800 5906.54629 2669.38647 5987.36920
3.33900 5894.87164 2669.61381 5962.32158
3.34000 5883.38867 2669.84116 5936.94875
3.34100 5872.09387 2670.06850 5911.25383
3.34200 5860.98391 2670.29584 5885.24002
3.34300 5850.05547 2670.52318 5858.91051
3.34400 5839.30533 2670.75051 5832.26857
3.34500 5828.73029 2670.97784 5805.31748
3.34600 5818.32723 2671.20517 5778.06059
3.34700 5808.09308 2671.43249 5750.50127
3.34800 5798.02484 2671.65980 5722.64292
3.34900 5788.11953 2671.88710 5694.48899
3.35000 5778.37424 2672.11439 5666.04297
3.35100 5768.78613 2672.34167 5451.00377
3.35200 5759.35239 2672.56894 5244.08983
3.35300 5750.07027 2672.79620 5044.99578
3.35400 5740.93705 2673.02344 4853.42797
3.35500 5731.95008 2673.25067 4669.10395
3.35600 5723.10675 2673.47789 4491.75227
3.35700 5714.40450 2673.70509 4321.11169
3.35800 5705.84081 2673.93227 4156.93042
3.35900 5697.41321 2674.15944 3998.96658
3.36000 5689.11927 2674.38659 3846.98741
3.36100 5680.95661 2674.61372 3700.76895
3.36200 5672.92288 2674.84083 3560.09572
3.36300 5665.01579 2675.06792 3424.76037
3.36400 5657.23307 2675.29499 3294.56332
3.36500 5649.57250 2675.52204 3169.31251
3.36600 5642.03192 2675.74906 3048.82306
3.36700 5634.60917 2675.97606 2932.91793
3.36800 5627.30216 2676.20304 2821.42535
3.36900 5620.10882 2676.43000 2714.17991
3.37000 5613.02712 2676.65692 2611.02299
3.37100 5606.05508 2676.88383 2511.80165
3.37200 5599.19073 2677.11070 2416.36884
3.37300 5592.43217 2677.33755 2324.58279
3.37400 5585.77749 2677.56438 2236.30661
3.37500 5579.22485 2677.79117 2151.40879
3.37600 5572.77243 2678.01794 2069.76272
3.37700 5566.41845 2678.24467 1991.24665
3.37800 5560.16114 2678.47138 1915.74320
3.37900 5553.99878 2678.69806 1843.13865
3.38000 5547.92969 2678.92470 1773.32392
3.38100 5541.95219 2679.15132 1706.19391
3.38200 5536.06466 2679.37790 1641.64745
3.38300 5530.26550 2679.60445 1579.58706
3.38400 5524.55312 2679.83097 1519.91884
3.38500 5518.92598 2680.05745 1462.55231
3.38600 5513.38257 2680.28390 1407.40034
3.38700 5507.92138 2680.51031 1370.48905
3.38800 5502.54096 2680.73669 1355.84081
3.38900 5497.23987 2680.96304 1347.66236
3.39000 5492.01668 2681.18935 1343.90463
3.39100 5486.87002 2681.41562 1343.29288
3.39200 5481.79852 2681.64186 1345.19892
3.39300 5476.80085 2681.86806 1349.41732
3.39400 5471.87568 2682.09422 1356.02305
3.39500 5467.02172 2682.32035 1365.27892
3.39600 5462.23771 2682.54643 1377.56994
3.39700 5457.52241 2682.77248 1393.34877
3.39800 5452.87458 2682.99849 1413.08348
3.39900 5448.29303 2683.22446 1437.20452
3.40000 5443.77657 2683.45039 1466.04974
3.40100 5439.32405 2683.67628 1499.80874
3.40200 5434.93433 2683.90213 1538.47279
3.40300 5430.60629 2684.12793 1581.80088
3.40400 5426.33883 2684.35370 1629.31163
3.40500 5422.13088 2684.57943 1680.30599
3.40600 5417.98137 2684.80512 1733.91916
3.40700 5413.88927 2685.03074 1789.19466
3.40800 5409.85355 2685.25640 1845.16778
3.40900 5405.87321 2685.48180 1900.94396
3.41000 5401.94726 2685.70763 1955.75917
3.41100 5398.07475 2685.93277 2009.01462
3.41200 5394.25471 2686.15679 2060.28526
3.41300 5390.48621 2686.39521 2109.30681
3.41400 5386.76834 2686.31263 2155.94955
3.41500 5383.10020 2685.55687 2200.18673
3.41600 5379.48089 2684.24777 2242.06382
3.41700 5375.90956 2682.53527 2281.67222
3.41800 5372.38535 2680.49162 2319.12892
3.41900 5368.90740 2678.17766 2354.56174
3.42000 5365.47490 2675.63384 2388.09696
3.42100 5362.08703 2672.89224 2419.86618
3.42200 5358.74300 2669.97910 2449.98548
3.42300 5355.44201 2666.91836 2478.56265
3.42400 5352.18330 2663.73356 2505.69112
3.42500 5348.96611 2660.44922 2531.46580
3.42600 5345.78969 2657.09160 2555.97945
3.42700 5342.65331 2653.68889 2579.29733
3.42800 5339.55625 2650.27101 2601.50188
3.42900 5336.49780 2646.86896 2622.64990
3.43000 5333.47728 2643.51406 2642.80290
3.43100 5330.49400 2640.23680 2662.01509
3.43200 5327.54729 2637.06576 2680.33812
3.43300 5324.63649 2634.02643 2697.81974
3.43400 5321.76097 2631.14026 2714.50477
3.43500 5318.92008 2628.42383 2730.43510
3.43600 5316.11321 2625.88848 2745.65003
3.43700 5313.33974 2623.54014 2760.18641
3.43800 5310.59908 2621.37969 2774.07888
3.43900 5307.89064 2619.40349 2787.36003
3.44000 5305.21384 2617.60426 2800.06046
3.44100 5302.56812 2615.97202 2812.44191
3.44200 5299.95292 2614.49501 2824.55982
3.44300 5297.36770 2613.16061 2836.28513
3.44400 5294.81192 2611.95599 2847.64006
3.44500 5292.28505 2610.86869 2858.59837
3.44600 5289.78659 2609.88698 2869.17901
3.44700 5287.31602 2609.00002 2879.38682
3.44800 5284.87286 2608.19805 2889.24036
3.44900 5282.45660 2607.47233 2898.75333
3.45000 5280.06677 2606.81509 2907.94340
3.45100 5277.70291 2606.21952 2916.82611
3.45200 5275.36454 2605.67964 2925.41785
3.45300 5273.05123 2605.19023 2933.73382
3.45400 5270.76252 2604.74667 2941.78908
3.45500 5268.49797 2604.34486 2949.59784
3.45600 5266.25716 2603.98125 2957.17392
3.45700 5264.03967 2603.65269 2964.53046
3.45800 5261.84508 2603.35635 2971.68012
3.45900 5259.67298 2603.08976 2978.63505
3.46000 5257.52298 2602.85069 2985.40690
3.46100 5255.39469 2602.63712 2992.00690
3.46200 5253.28773 2602.44724 2998.44584
3.46300 5251.20170 2602.27940 3004.73413
3.46400 5249.13625 2602.13210 3010.88180
3.46500 5247.09101 2602.00397 3016.89854
3.46600 5245.06562 2601.89378 3022.79373
3.46700 5243.05973 2601.80034 3028.57642
3.46800 5241.07300 2601.72275 3034.25542
3.46900 5239.10509 2601.65958 3039.83924
3.47000 5237.15566 2601.61152 3045.33618
3.47100 5235.22439 2601.58408 3050.75427
3.47200 5233.31096 2601.58209 3056.10137
3.47300 5231.41505 2601.60722 3061.38511
3.47400 5229.53635 2601.66094 3066.61293
3.47500 5227.67457 2601.74362 3071.79212
3.47600 5225.82940 2601.85549 3076.92976
3.47700 5224.00055 2601.99644 3082.03282
3.47800 5222.18773 2602.16632 3087.10807
3.47900 5220.39066 2602.36489 3092.16218
3.48000 5218.60906 2602.59193 3097.20163
3.48100 5216.84266 2602.84721 3102.23281
3.48200 5215.09120 2603.13053 3107.26195
3.48300 5213.35441 2603.44172 3112.29515
3.48400 5211.63203 2603.78065 3117.33836
3.48500 5209.92381 2604.14720 3122.39742
3.48600 5208.22951 2604.54133 3127.47799
3.48700 5206.54887 2604.96301 3132.58562
3.48800 5204.88167 2605.41225 3137.72566
3.48900 5203.22765 2605.88911 3142.90332
3.49000 5201.58660 2606.39367 3148.12361
3.49100 5199.95829 2606.92605 3153.39134
3.49200 5198.34249 2607.48642 3158.71111
3.49300 5196.73899 2608.07498 3164.08728
3.49400 5195.14757 2608.69194 3169.52396
3.49500 5193.56802 2609.33759 3175.02493
3.49600 5192.00013 2610.01222 3180.59371
3.49700 5190.44370 2610.71616 3186.23344
3.49800 5188.89854 2611.44979 3191.94687
3.49900 5187.36444 2612.21351 3197.73636
3.50000 5185.84121 2613.00776 3203.60378
3.50100 5184.32867 2613.83302 3209.55051
3.50200 5182.82662 2614.68980 3215.57740
3.50300 5181.33490 2615.57864 3221.68470
3.50400 5179.85331 2616.50012 3227.87201
3.50500 5178.38169 2617.45486 3234.13826
3.50600 5176.91986 2618.44351 3240.48166
3.50700 5175.46765 2619.46675 3246.89962
3.50800 5174.02490 2620.52531 3253.38876
3.50900 5172.59144 2621.61995 3259.94480
3.51000 5171.16712 2622.75146 3266.56261
3.51100 5169.75177 2623.92067 3273.23609
3.51200 5168.34525 2625.12844 3279.95821
3.51300 5166.94740 2626.37568 3286.72095
3.51400 5165.55808 2627.66332 3293.51533
3.51500 5164.17713 2628.99234 3300.33137
3.51600 5162.80442 2630.36374 3307.15812
3.51700 5161.43980 2631.77856 3313.98370
3.51800 5160.08314 2633.23786 3320.79531
3.51900 5158.73430 2634.74276 3327.57930
3.52000 5157.39315 2636.29439 3334.32123
3.52100 5156.05956 2637.89390 3341.00595
3.52200 5154.73341 2639.54249 3347.61766
3.52300 5153.41456 2641.24137 3354.14008
3.52400 5152.10289 2642.99177 3360.55651
3.52500 5150.79828 2644.79494 3366.84997
3.52600 5149.50062 2646.65216 3373.00337
3.52700 5148.20979 2648.56471 3378.99957
3.52800 5146.92567 2650.53386 3384.82162
3.52900 5145.64815 2652.56092 3390.45284
3.53000 5144.37712 2654.64716 3395.87696
3.53100 5143.11248 2656.79386 3401.07832
3.53200 5141.85412 2659.00228 3406.04192
3.53300 5140.60193 2661.27365 3410.75360
3.53400 5139.35582 2663.60919 3415.20013
3.53500 5138.11568 2666.01004 3419.36928
3.53600 5136.88142 2668.47733 3423.24996
3.53700 5135.65294 2671.01211 3426.83219
3.53800 5134.43014 2673.61535 3430.10723
3.53900 5133.21294 2676.28794 3433.06757
3.54000 5132.00124 2679.03068 3435.70690
3.54100 5130.79496 2681.84426 3438.02017
3.54200 5129.59401 2684.72924 3440.00353
3.54300 5128.39830 2687.68604 3441.65427
3.54400 5127.20775 2690.71493 3442.97081
3.54500 5126.02227 2693.81599 3443.95260
3.54600 5124.84180 2696.98915 3444.60007
3.54700 5123.66624 2700.23411 3444.91453
3.54800 5122.49553 2703.55036 3444.89812
3.54900 5121.32958 2706.93715 3444.80414
3.55000 5120.16833 2710.39349 3444.71385
3.55100 5119.01169 2713.91813 3444.62711
3.55200 5117.85961 2717.50951 3444.54378
3.55300 5116.71200 2721.16583 3444.46372
3.55400 5115.56880 2724.88494 3444.38680
3.55500 5114.42995 2728.66441 3444.31291
3.55600 5113.29538 2732.50146 3444.24192
3.55700 5112.16502 2736.39302 3444.17372
3.55800 5111.03881 2740.33567 3444.10819
3.55900 5109.91668 2744.32565 3444.04524
3.56000 5108.79859 2748.35890 3443.98476
3.56100 5107.68447 2752.43100 3443.92666
3.56200 5106.57425 2756.53724 3443.87084
3.56300 5105.46789 2760.67260 3443.81721
3.56400 5104.36533 2764.83176 3443.76568
3.56500 5103.26651 2769.00912 3443.71618
3.56600 5102.17138 2773.19883 3443.66862
3.56700 5101.07989 2777.39480 3443.62293
3.56800 5099.99197 2781.59073 3443.57903
3.56900 5098.90759 2785.78014 3443.53685
3.57000 5097.82670 2789.95637 3443.49633
3.57100 5096.74923 2794.11265 3443.45740
3.57200 5095.67516 2798.24212 3443.42000
3.57300 5094.60441 2802.33782 3443.38406
3.57400 5093.53696 2806.39278 3443.34954
3.57500 5092.47276 2810.40002 3443.31637
3.57600 5091.41175 2814.35259 3443.28450
3.57700 5090.35390 2818.24359 3443.25388
3.57800 5089.29915 2822.06622 3443.22447
3.57900 5088.24748 2825.81376 3443.19621
3.58000 5087.19883 2829.47967 3443.16905
3.58100 5086.15316 2833.05755 3443.14297
3.58200 5085.11044 2836.54118 3443.11790
3.58300 5084.07061 2839.92457 3443.09382
3.58400 5083.03365 2843.20192 3443.07069
3.58500 5081.99950 2846.36769 3443.04846
3.58600 5080.96814 2849.41657 3443.02710
3.58700 5079.93951 2852.34329 3443.00658
3.58800 5078.91359 2855.14280 3442.98687
3.58900 5077.89033 2857.81037 3442.96793
3.59000 5076.86975 2860.34157 3442.94973
3.59100 5075.85152 2862.73223 3442.93225
3.59200 5074.83676 2864.97863 3442.91545
3.59300 5073.82119 2867.07680 3442.89931
3.59400 5072.81964 2869.02495 3442.88381
3.59500 5071.78200 2870.81519 3442.86891
3.59600 5070.87020 2872.46062 3442.85460
3.59700 5069.58522 2873.91006 3442.84085
3.59800 5069.36156 2875.30879 3442.82763
3.59900 5064.84328 2877.65002 3442.81494
